WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
mournful	1	8	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	19
straightforward	1	4	`` The science is very powerful and straightforward , '' said Stephen Buckley , a chemical archaeologist at the University of York in England .	7
inexplicable	1	8	Castro is among those experienced golfers plagued by an inexplicable phenomenon known as the yips .	9
eastern	0	0	WASHINGTON -- Army Capt. Brian Dowling was leading his Special Forces team through a steep mountain pass in eastern Afghanistan when insurgents ambushed his patrol , leaving two of his soldiers pinned down with life-threatening wounds .	18
imprint	1	7	The president 's address to lawmakers and a prime-time television audience was meant to both shape his legacy and put his imprint squarely on the race to succeed him .	21
scrambled	1	5	Shouting men scrambled Sunday to reach pots of rice , meat and chicken stew in this dusty , hot encampment some 60 miles -LRB- 100 kilometers -RRB- from the northern city of Irbil , the capital of Iraq 's self-ruled Kurdish region .	2
responders	1	3	As an added challenge , DARPA will deliberately degrade communication links between robots and operators for each team as it competes in order to create a scenario closer to the one responders experienced in Fukushima .	31
fast	0	0	Even as the children 's `` Bring Rodrigo Home '' campaign built momentum , it became clear that things would not move fast .	22
question	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	26
Voters	0	0	Voters in two Western states are caught in fierce battles over whether consumers will know what is deep inside their food .	0
economic	1	5	About a million people took to the streets of 100 Brazilian cities as their protests against corruption and social and economic injustice saw their first two deaths .	20
soil	0	0	Their gnawing and nesting promotes richer soil and slows down water , improving imperiled fish habitat .	6
two-stage	0	0	One female activist , speaking on condition of anonymity , said the publication of the video clips and photographs was the first part of a two-stage campaign designed to change attitudes .	25
steep	0	0	In Paxton , Illinois , park officials even removed a steep sledding mound .	10
wizened	1	7	The veterans ' hands , which once wrested France from Nazi occupation , saluted wizened faces .	14
screaming	0	0	The resulting screaming match caused an unscheduled landing in Jacksonville , Florida , the third diversion in nine days caused by passenger fights over shrinking legroom .	2
wand	0	0	The stamps display images from some of the eight wildly popular films , including Harry reading his acceptance letter to Hogwarts , the school for young witches and wizards , and firing his wand in battle .	33
Bear	0	0	The Humane Society supports the coalition backing the initiative , which is led by a group called Mainers for Fair Bear Hunting .	20
marks	0	0	On the chain-link fence that surrounds the courts , spray paint marks the goals .	11
part	0	0	But now , thanks in part to Nyong ` o , it 's the TWA , or teenie weenie Afro , that 's getting a second look and expanding notions of beauty into territory where it really has n't taken root before -- the larger culture .	5
Elements	0	0	Elements of this size are not routinely found in nature , and it can take years to make them in specialized laboratories .	0
bedrooms	0	0	It expands the academy 's longstanding recommendations on banning televisions from children 's and teens ' bedrooms and limiting entertainment screen time to no more than two hours daily .	16
vintners	1	8	Many are small farmers and vintners who either lack irrigated water or believe that dry farming produces better-tasting fruits and vegetables .	5
irrigated	1	9	Many are small farmers and vintners who either lack irrigated water or believe that dry farming produces better-tasting fruits and vegetables .	9
drive-thru	0	0	Imagine for a moment that all of the nation 's fast-food establishments -- all the striped awnings and golden arches , the drive-thru windows , the beckoning dollar deals and wafting odor of french fries -- were to vanish overnight .	22
joined	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/AP597881584453_1.jpg" /&gt; MINNEAPOLIS -- Another group of former NHL players has joined the fight for compensation for head injuries they say they incurred while playing , while at the same time targeting the violence of the game that they believe brought about those injuries .	10
cheers	0	0	The chants echoed against distant cheers of support from Islamists who held rival rallies in what has become a dangerously polarized nation .	5
traders	0	0	And they once populated most of California until fur traders nearly wiped them out in the 19th century .	9
nutritionist	1	8	KANSAS CITY , Mo. -- Hickman Mills school nutritionist Leah Schmidt has always loved solving that puzzle of serving up healthy meals that nose-wrinkling children actually will eat .	8
handcrafted	1	9	Little Free Libraries are handcrafted structures full of books for children and adults , a free-books movement that has spread not only around Illinois but onto lawns around the world .	4
born	0	0	LOS ANGELES -- There have been days since her son Ezekiel was born 11 months ago that Los Angeles mom Beth Capper has gone without food to keep up her supply .	12
