WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
results	0	0	The punishment comes days after the league announced results of an investigation that found Brady was `` likely generally aware '' that equipment assistants employed by the team had conspired to deflate the Patriots ' footballs for last season 's AFC championship game , making the balls easier to throw and catch .	8
prompted	1	3	Many fear the day when Wyoming 's oil market fails , as it last did in the mid-1980s , exposing a fundamental flaw in the state 's job picture : The lure of the oil dollar has prompted teenagers to skip college , or abandon high school , for the petroleum fields -- many without a Plan B if things go bust .	37
amazing	0	0	So he worked from the dining room table of his small , impeccably decorated home in north Minneapolis , marveling that weather and car repair were the biggest headaches of this `` amazing '' day .	32
disclosed	1	6	The result of the first vote was not disclosed .	8
presidents	0	0	The `` policy compels speech because it mandates the written motto , ` Tomorrow 's Leaders , ' on the uniform shirts , '' wrote Judge Jacqueline H. Nguyen , an Obama appointee , who was joined by two judges selected by Republican presidents .	43
men	0	0	SHANGHAI -- For two days , Rocky had been playing video games in the tiny apartment he shares with three other men in Shanghai , a city of 23 million .	21
transplant	1	8	Three weeks after receiving a kidney transplant from his brother , a former Ravens ' player , Chris Kemoeatu has heard all of the wisecracks .	6
victory	1	4	One school science fair victory , a few national accolades , $ 35,000 of his parents ' savings and a visit to the White House later , Shubham today is the founder of Palo Alto startup Braigo Labs , which aims to become the first purveyor of low-cost , compact Braille printers .	4
demand	1	4	That leaves libraries as a crucial venue for their youngest patrons , but funding challenges , reduced hours on school nights and aging equipment have made it harder to meet the demand .	31
indication	1	4	Holder also said his office is examining all available evidence before deciding whether to pursue charges against neighborhood watchman Zimmerman in the shooting death of the black teen -- though he gave no indication of the timetable involved .	33
evaluate	1	6	As college programs increasingly use Twitter , Instagram and other social media accounts to evaluate a player 's character , one wrong comment can cost a scholarship offer .	14
unique	1	7	There are many similar designs for sale on the Internet , but Grayson 's products , which he currently makes himself at his home , hide some unique and potentially lifesaving items .	27
frequent	0	0	`` The airlines have been so focused on the bottom line that they do n't realize you ca n't balance your budget on the back of passengers , '' said Alex Gerwer , a frequent business traveler from Long Beach , California .	34
resigned	1	3	WASHINGTON -- The beleaguered director of the Secret Service resigned Wednesday after President Barack Obama lost confidence in her ability to lead the troubled agency amid a string of high-profile security lapses .	9
changes	0	0	`` It is very difficult to push for these kinds of changes on a national level ... It has taken many , many years . ''	11
buddy	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	6
pencil	0	0	Yet elsewhere in the world , one pencil is a rare and treasured thing .	7
Bring	0	0	Even as the children 's `` Bring Rodrigo Home '' campaign built momentum , it became clear that things would not move fast .	6
collect	0	0	LEXINGTON , Ky. -- Before he even started school , Jason Borders tended to collect objects such as animal bones that he found while exploring his neighborhood near Ashland , the Henry Clay Estate in Lexington , Ky. .	14
involvement	0	0	Opponents led by a group called Save Maine 's Bear Hunt say the Humane Society 's involvement shows that this is a fight being bankrolled by outside lobby groups with a broader agenda of ending sport hunting nationwide .	16
Bugs	0	0	WASHINGTON -- Harry Potter , Elvis Presley and Bugs Bunny share one thing in common : Traditional stamp collectors are no fans .	8
doubled	0	0	The number of residents displaced within Ukraine doubled during three weeks in August to 260,000 since Jan. 1 , the U.N. agency said .	7
ripple	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20150608_MIN_WAGE.png" /&gt; The reality is not that simple : An increase to $ 15 an hour would ripple through the U.S. economy in some unexpected ways that are , generally , not as bad nor as beneficial as each side claims .	16
filed	0	0	Prentice said that she avoids the area because of the rats and that complaints she filed with the city were closed after officials told her they were `` working on the problem . ''	15
honor	0	0	MOSCOW -- The day after the 2014 Sochi Olympics ended with Russia atop the medals table , a beaming President Vladimir Putin presented his athletes with state awards for `` defending the honor '' of their country by showing that its `` great and glorious '' sports traditions were still strong .	32
teenage	0	0	ISLAMABAD , Pakistan -- Pakistan 's army said Friday that it has arrested 10 militants suspected of involvement in the 2012 attack on teenage activist Malala Yousafzai , who won world acclaim after she was shot in the head by the Taliban for advocating gender equality and education for women .	23
Patriots	0	0	The punishment comes days after the league announced results of an investigation that found Brady was `` likely generally aware '' that equipment assistants employed by the team had conspired to deflate the Patriots ' footballs for last season 's AFC championship game , making the balls easier to throw and catch .	33
